4.000000000000000222e-01,0.000000000000000000e+00,8.000000000000000444e-01
4.025182441996913441e-01,2.518044572013852182e-03,8.000000000000000444e-01
4.050360891440277222e-01,5.034492312502874059e-03,8.000000000000000444e-01
4.075531356409541894e-01,7.547747402581543238e-03,8.000000000000000444e-01
4.100689846250057946e-01,1.005621604800079061e-02,8.000000000000000444e-01
4.125832372205772702e-01,1.255830748986119967e-02,8.000000000000000444e-01
4.150954948051631122e-01,1.505243501340133329e-02,8.000000000000000444e-01
4.176053590725570253e-01,1.753701695422143700e-02,8.000000000000000444e-01
4.201124320960015757e-01,2.001047770130445769e-02,8.000000000000000444e-01
4.226163163912773912e-01,2.247124869619820942e-02,8.000000000000000444e-01
4.251166149797224181e-01,2.491776942772521916e-02,8.000000000000000444e-01
4.276129314511709634e-01,2.734848842158923640e-02,8.000000000000000444e-01
4.301048700268026992e-01,2.976186422425107156e-02,8.000000000000000444e-01
4.325920356218911911e-01,3.215636638044960111e-02,8.000000000000000444e-01
4.350740339084429031e-01,3.453047640374826144e-02,8.000000000000000444e-01
4.375504713777159660e-01,3.688268873949134691e-02,8.000000000000000444e-01
4.400209554026089376e-01,3.921151171955967324e-02,8.000000000000000444e-01
4.424850942999100090e-01,4.151546850831987906e-02,8.000000000000000444e-01
4.449424973923964410e-01,4.379309803916771326e-02,8.000000000000000444e-01
4.473927750707745732e-01,4.604295594107134931e-02,8.000000000000000444e-01
4.498355388554504675e-01,4.826361545452696050e-02,8.000000000000000444e-01
4.522704014581213627e-01,5.045366833634597897e-02,8.000000000000000444e-01
4.546969768431785019e-01,5.261172575270014334e-02,8.000000000000000444e-01
4.571148802889111185e-01,5.473641915985788531e-02,8.000000000000000444e-01
4.595237284485022000e-01,5.682640117205373792e-02,8.000000000000000444e-01
4.619231394108061495e-01,5.888034641594024066e-02,8.000000000000000444e-01
4.643127327608992383e-01,6.089695237108067039e-02,8.000000000000000444e-01
4.666921296403921948e-01,6.287494019594928873e-02,8.000000000000000444e-01
4.690609528074965451e-01,6.481305553891560101e-02,8.000000000000000444e-01
4.714188266968344365e-01,6.671006933369830194e-02,8.000000000000000444e-01
4.737653774789827299e-01,6.856477857878411075e-02,8.000000000000000444e-01
4.761002331197417003e-01,7.037600710031781392e-02,8.000000000000000444e-01
4.784230234391193548e-01,7.214260629797908386e-02,8.000000000000000444e-01
4.807333801700217624e-01,7.386345587337379837e-02,8.000000000000000444e-01
4.830309370166397942e-01,7.553746454047702286e-02,8.000000000000000444e-01
4.853153297125236132e-01,7.716357071767809828e-02,8.000000000000000444e-01
4.875861960783354765e-01,7.874074320098828350e-02,8.000000000000000444e-01
4.898431760792713030e-01,8.026798181798434906e-02,8.000000000000000444e-01
4.920859118821427347e-01,8.174431806207324569e-02,8.000000000000000444e-01
4.943140479121093667e-01,8.316881570667579437e-02,8.000000000000000444e-01
4.965272309090539293e-01,8.454057139893990380e-02,8.000000000000000444e-01
4.987251099835895984e-01,8.585871523260647786e-02,8.000000000000000444e-01
5.009073366726919385e-01,8.712241129966534492e-02,8.000000000000000444e-01
5.030735649949461541e-01,8.833085822045058655e-02,8.000000000000000444e-01
5.052234515054003783e-01,8.948328965184003392e-02,8.000000000000000444e-01
5.073566553500173937e-01,9.057897477323567648e-02,8.000000000000000444e-01
